VRM,OfferDate,Condition,Age,Mileage,PreviousOwners,ServiceHistory,Make,Model,TransmissionType,FuelType,Colour,BodyType,TradeValuation1,CompetitorB,CompetitorC
HG61FZB,2021-04-06,average,9.4,50000,1,full,Citroen,C4,,,Silver,,2102,2500,1927
C8VAM,2021-04-06,good,12.5,64086,2,none,Peugeot,207,,,Red,,1342,909,1245
ES59DKS,2021-04-06,good,9.6,102000,3,partial,Ford,Mondeo,,,Silver,,2698,2123,1903
BK11OKW,2021-04-06,poor,10.1,123000,4,partial,Ford,Fiesta,,,Black,,1000,641,799
LT60OJH,2021-04-06,good,10.6,180000,1,partial,Peugeot,3008,,,White,,429,768,916
S77ATR,2021-04-06,good,8.6,42000,2,partial,Mercedes-Benz,E Class,,,Silver,,7551,7553,6439
MP55MAG,2021-04-06,good,8.8,60000,3,partial,Vauxhall,Antara,,,Black,,3286,2879,3102
HJ10URU,2021-04-06,poor,11.1,111000,1,partial,Hyundai,i20,,,Red,,485,346,470
NJ06VEK,2021-04-06,average,15,58272,4,none,Hyundai,Matrix,,,Blue,,689,316,446
GU63WCJ,2021-04-06,good,7.3,88567,4,partial,Ford,Galaxy,,,Silver,,5377,4189,4159
CV61VKK,2021-04-06,poor,9.5,96000,1,full,Nissan,Qashqai,,,Black,,2905,2252,2209
FE06GRX,2021-04-06,poor,15,139000,3,partial,Jeep,Grand Cherokee,,,Silver,,1786,869,1010
SK12NNM,2021-04-06,good,9.1,90000,2,partial,Mercedes-Benz,B Class,,,Red,,3280,3059,3102
YA61DXK,2021-04-06,poor,9.1,110032,1,full,Volkswagen,Tiguan,,,Silver,,3795,2936,2632
WF07EUR,2021-04-06,average,14,186450,3,full,Volvo,V50,,,Blue,,179,408,493
BT62NCY,2021-04-06,average,8.2,60000,2,full,Nissan,Qashqai,,,Black,,4819,4351,4018
RO56DVJ,2021-04-06,average,14.5,42772,3,partial,Honda,Jazz,,,Silver,,2251,1625,1927
YP63UOD,2021-04-06,poor,7.2,55000,1,partial,Ford,Ka,,,Red,,2401,1532,1692
VK61VXV,2021-04-06,good,9.3,115000,3,full,Mercedes-Benz,C Class,,,Silver,,3771,3101,3619
SX62BCF,2021-04-06,good,8.1,62200,2,full,Audi,A1,,,White,,4346,4139,4441
SV08VBE,2021-04-06,good,13.1,78000,3,partial,Subaru,Justy,,,Black,,150,217,376
BE61ASH,2021-04-06,poor,9.2,120800,2,partial,Ford,Fiesta,,,Red,,1057,509,775
NL62TZC,2021-04-06,good,8.5,46000,2,full,Honda,CR-Z,,,Silver,,4295,4020,4042
WN10RHA,2021-04-06,excellent,11,40000,1,full,Jaguar,XF,,,Blue,,5799,6000,5217
KU08KHH,2021-04-06,average,13,170000,4,none,Toyota,Corolla Verso,,,Grey,,343,313,376
KS09TUW,2021-04-06,average,11.7,84000,1,partial,Mercedes-Benz,B Class,,,Silver,,1825,1382,1645
BK17VKL,2021-04-06,excellent,4,60582,1,full,Audi,A4,,,Black,,10652,10555,9635
DE60ENF,2021-04-06,good,10.4,86000,1,partial,Ford,Fiesta,,,Black,,1539,1282,1574
GY61LVZ,2021-04-06,poor,9.2,120000,2,full,Vauxhall,Insignia,,,Black,,1287,601,752
BV62ZRR,2021-04-06,good,8.6,53500,2,partial,Vauxhall,Astra GTC,,,Red,,3243,2563,2773
MJ14WEF,2021-04-06,good,7,64500,2,full,Ford,Fiesta,,,Blue,,3768,4179,3713
A1EKH,2021-04-06,poor,11.8,99600,2,partial,Chevrolet,Captiva,,,Black,,1432,757,775
YT67SFE,2021-04-06,good,3.4,100000,4,none,Audi,A3,,,Blue,,7006,6081,6956
CK15OVS,2021-04-06,good,5.9,73386,1,partial,Nissan,Juke,,,Black,,4400,4074,4253
YF61WBE,2021-04-06,good,9.3,105720,2,full,Mercedes-Benz,C Class,,,Black,,3140,3113,3219
BG57USO,2021-04-06,good,13.4,110000,3,partial,BMW,X3,,,Blue,,1707,1141,1551
BD58NGE,2021-04-06,average,12.3,150000,2,partial,Audi,A3,,,Black,,1960,1515,1903
EO12LJY,2021-04-07,average,9.1,60400,1,full,Ford,Fiesta,,,Silver,,2398,2100,2044
YF65YAW,2021-04-07,good,5.3,50000,0,partial,Citroen,C3,,,Blue,,3430,3318,3290
FV09XTC,2021-04-07,good,11.7,140000,3,partial,Mazda,Mazda3,,,Blue,,722,515,587
WX10RVE,2021-04-07,average,11,116687,2,partial,Volkswagen,Golf,,,Silver,,1681,1119,1457
G13RYB,2021-04-07,average,13.6,88000,4,partial,Saab,9-3,,,Silver,,2761,873,1245
GL12UCH,2021-04-07,average,8.7,101000,3,full,Kia,Picanto,,,Black,,831,517,846
GF15KVK,2021-04-07,excellent,6,29000,1,partial,Citroen,C1,,,Black,,3284,3705,3337
LO12DDU,2021-04-07,excellent,8.8,105000,2,partial,Mercedes-Benz,C Class,,,Black,,2756,3210,2843
VX64TZW,2021-04-07,good,6.6,66000,1,full,Volkswagen,up!,,,Black,,3129,2864,2961
MW59OUE,2021-04-07,poor,11.2,86000,2,partial,Peugeot,207,,,Black,,360,315,423
OY13FTF,2021-04-07,poor,8.1,176000,1,full,Mercedes-Benz,C Class,,,Black,,2083,1622,1715
AWE50M,2021-04-07,good,6.2,70000,1,none,Volkswagen,Polo,,,Silver,,4093,3582,3995
BW64ERU,2021-04-07,poor,6.1,52400,2,full,Ford,Fiesta,,,Red,,3076,2391,2350
CK60VYA,2021-04-07,good,10.4,43500,3,full,SKODA,Yeti,,,Silver,,4471,3318,3525
LT14GYP,2021-04-07,average,7.1,94000,2,partial,Ford,Fiesta,,,White,,2975,2147,2702
NX13OYJ,2021-04-07,average,8.1,99000,1,partial,Peugeot,3008,,,Silver,,1874,1639,1598
YP62FFB,2021-04-07,good,8.4,36000,1,full,Peugeot,208,,,Pink,,3433,2807,3125
DC17FWX,2021-04-07,good,3.7,23000,1,full,Vauxhall,Viva,,,Blue,,3617,3284,3713
LG57HPV,2021-04-07,poor,13.6,75000,3,partial,Toyota,AYGO,,,Blue,,726,394,517
R22DJC,2021-04-07,good,9,62000,1,full,SEAT,Exeo,,,White,,3780,3204,3595
WF64FYL,2021-04-07,poor,6.5,35000,2,full,Peugeot,208,,,Black,,3242,2837,2608
SY08NYS,2021-04-07,poor,13.1,59000,3,partial,Nissan,Note,,,Beige,,1738,1023,1198
SK13ZGW,2021-04-07,average,8,71000,2,full,BMW,5 Series,,,Black,,9344,9140,7708
DK13KVP,2021-04-07,good,8,51000,1,full,Audi,A3,,,White,,5274,4406,5264
LM63YXO,2021-04-07,good,7.4,74548,1,full,Peugeot,2008,,,White,,3409,2995,3501
GV59WHL,2021-04-07,average,11.2,63804,2,none,Hyundai,i10,,,Silver,,949,542,916
KS07XHA,2021-04-07,poor,13.9,94235,2,partial,SEAT,Ibiza,,,Black,,318,185,258
SL12HZH,2021-04-07,good,9,78000,2,partial,MINI,Countryman,,,White,,4070,3386,3619
FE06GRX,2021-04-07,good,15,140000,4,partial,Jeep,Grand Cherokee,,,Silver,,1772,1045,1198
BN13UZB,2021-04-07,average,8,34686,0,full,Vauxhall,Astra,,,Black,,3354,2440,2843
HY10YGT,2021-04-07,good,11.1,95000,2,partial,Renault,Grand Scenic,,,Grey,,887,641,1057
GF10UYV,2021-04-07,poor,10.8,152000,2,partial,Volkswagen,Golf,,,Red,,1242,623,1034
MD65UPW,2021-04-07,good,5.2,61500,1,full,Volkswagen,Tiguan,,,Grey,,8483,8407,7708
KE08FDX,2021-04-07,good,12.7,85278,2,partial,Chevrolet,Aveo,,,Black,,150,158,305
NV06MGZ,2021-04-07,poor,14.9,121617,3,partial,BMW,5 Series,,,Silver,,936,601,822
BP11LHZ,2021-04-07,poor,9.8,106000,3,partial,Vauxhall,Astra,,,Black,,1492,721,940
SJ61YDP,2021-04-07,good,9.6,75500,3,partial,Vauxhall,Insignia,,,Grey,,1940,1100,1621
KS09TUW,2021-04-07,average,11.7,84000,4,partial,Mercedes-Benz,B Class,,,Silver,,1823,1502,1527
KN09PBF,2021-04-07,average,11.9,49194,3,full,Volkswagen,Golf,,,Silver,,3424,2807,2796
BJ09GVO,2021-04-07,excellent,11.9,123000,2,full,BMW,3 Series,,,Black,,2149,2280,2138
NG10CTZ,2021-04-07,good,10.7,73000,1,partial,Vauxhall,Corsa,,,White,,1035,700,1034
DL10NUP,2021-04-07,good,10.8,143400,2,full,Vauxhall,Corsa,,,Silver,,435,441,564
CK15OVS,2021-04-07,good,5.9,73768,1,partial,Nissan,Juke,,,Black,,4394,4085,4253
YB08YJJ,2021-04-07,excellent,12.8,25000,1,none,Toyota,AYGO,,,Blue,,1426,1420,1386
SG14VEO,2021-04-07,good,7,50000,1,full,Volkswagen,Polo,,,Red,,3022,2469,3313
DG67MDY,2021-04-07,good,3.6,16666,0,full,Dacia,Sandero,,,Black,,4157,3970,3995
T121LAR,2021-04-07,excellent,6.5,60300,2,full,Audi,A3,,,White,,8972,9580,9118
YA08BJF,2021-04-07,poor,12.7,90000,3,none,Ford,Mondeo,,,Grey,,1325,623,893
FR02GER,2021-04-07,good,7.4,54000,1,partial,Volkswagen,Tiguan,,,Black,,7953,7629,7379
OY13VCW,2021-04-07,poor,8,97000,3,none,Mazda,Mazda2,,,White,,1656,1005,1245
DG58WJM,2021-04-07,average,12.3,79614,3,partial,Peugeot,207,,,Silver,,554,300,352
NJ06VEK,2021-04-07,average,15,58272,3,none,Hyundai,Matrix,,,Blue,,690,324,470
LL10TZE,2021-04-07,average,10.9,86000,1,none,Hyundai,ix35,,,Silver,,2335,2051,2373
NK63OWV,2021-04-07,poor,7.4,71000,1,none,Nissan,Leaf,,,White,,3544,2927,3031
OY60HSK,2021-04-07,good,10.5,110000,3,partial,Audi,A4 Avant,,,Silver,,3576,2973,3149
GK11RSO,2021-04-07,excellent,10.1,61845,1,none,Mercedes-Benz,C Class,,,Silver,,4651,5000,4653
LV13WJJ,2021-04-07,average,7.8,75000,1,partial,Audi,A3,,,Silver,,5608,5098,4841
SD15XTA,2021-04-07,good,6,37000,3,none,Renault,Twingo,,,Blue,,2707,2409,2514
RA07LVS,2021-04-07,good,13.8,103000,1,partial,Peugeot,207,,,Red,,150,178,282
LV10TYW,2021-04-07,average,11,78000,1,partial,Renault,Grand Scenic,,,Black,,1564,902,1245
EA08VZL,2021-04-07,poor,12.8,65000,1,partial,Renault,Clio,,,Black,,827,451,399
DX08TOV,2021-04-07,good,13.1,135000,2,full,BMW,3 Series,,,White,,2564,1906,2491
DS11VHL,2021-04-07,good,9.9,15000,3,full,BMW,3 Series,,,White,,5852,4058,4794
LP02LPP,2021-04-07,good,6.8,64000,2,full,Abarth,500,,,Grey,,4154,4134,4394
WF11WUL,2021-04-07,average,9.9,112000,2,full,Land Rover,Discovery 4,,,Blue,,10347,9798,8366
GU60HWW,2021-04-07,good,10.6,55000,3,partial,Ford,Focus,,,Silver,,2182,1368,1903
ML12VPE,2021-04-07,good,8.9,32000,2,full,Ford,Focus,,,Black,,3932,3467,3995
KM08OYB,2021-04-07,average,13,160000,0,none,Mazda,Mazda2,,,Blue,,150,283,305
KN59YZA,2021-04-07,average,11.5,134000,2,full,Vauxhall,Astra,,,Silver,,565,369,446
VE65TEV,2021-04-07,average,5.2,99000,2,partial,Citroen,Grand C4 Picasso,,,Blue,,5545,5071,4700
LV17CVK,2021-04-07,good,4,61400,0,full,Land Rover,Range Rover Evoque,,,Grey,,13554,13218,13066
PE12ZGD,2021-04-07,poor,9,102234,2,full,Ford,Ka,,,Silver,,983,548,775
MD64SCV,2021-04-07,good,6.1,110000,0,partial,Peugeot,208,,,Black,,1236,663,1621
LR62BZU,2021-04-07,good,8.6,68000,3,partial,Suzuki,Swift,,,White,,2388,1811,1762
WD10BTX,2021-04-07,average,10.7,93000,4,partial,Mazda,Mazda2,,,White,,1203,705,1057
M500SSU,2021-04-07,good,14.5,55000,4,partial,Mazda,MX-5,,,Silver,,2288,1518,1997
KV59MBU,2021-04-07,average,11.5,72000,2,partial,Volkswagen,Passat,,,Black,,3114,2573,2467
L7LVO,2021-04-07,average,12.7,82000,2,full,Mazda,Mazda2,,,Black,,598,474,728
NL58OCW,2021-04-07,average,12.6,105856,3,partial,Vauxhall,Zafira,,,Silver,,711,448,611
FD56FZV,2021-04-07,good,14.2,99500,3,full,Hyundai,Tucson,,,Silver,,887,427,564
AJ16JZC,2021-04-07,average,4.8,93000,3,full,BMW,1 Series,,,Black,,6202,5098,5687
OY58VUS,2021-04-07,average,12.6,137000,3,partial,Honda,Civic,,,Red,,596,462,658
MA12KKZ,2021-04-07,good,7.4,70000,1,partial,BMW,1 Series,,,White,,5727,5015,5781
KW63TBO,2021-04-07,average,7.1,59500,1,partial,Ford,Fiesta,,,Black,,3858,3058,3501
TN07PZD,2021-04-07,poor,13.8,89000,1,partial,Volkswagen,Golf,,,Black,,3822,3063,2420
VO10NXZ,2021-04-07,good,11.1,110000,3,partial,Peugeot,3008,,,Silver,,1278,914,1292
YE12GXX,2021-04-07,poor,8.9,103000,1,partial,BMW,1 Series,,,White,,4236,3355,3337
R23GPM,2021-04-07,good,11.8,99000,3,partial,Audi,Q5,,,Grey,,5991,6305,5170
GF61YLD,2021-04-07,excellent,9.4,129000,3,full,Land Rover,Range Rover Evoque,,,Grey,,8569,8840,7191
GL57VLB,2021-04-07,average,13.2,55000,0,full,Audi,A5,,,Blue,,5355,5556,4606
NA09EWL,2021-04-07,poor,12,116000,3,partial,Ford,Focus,,,Grey,,629,375,540
EA09DXF,2021-04-07,good,11.8,135000,2,partial,Ford,Mondeo,,,Blue,,778,827,940
KM10DVB,2021-04-07,poor,10.9,70000,2,partial,Peugeot,308,,,Grey,,1441,1076,1034
KM10BTE,2021-04-07,poor,11,78000,3,partial,SEAT,Ibiza,,,Black,,1718,1129,1151
RO63HJE,2021-04-07,good,7.4,63500,1,full,Audi,Q5,,,Black,,12495,12382,11562
MT10YLA,2021-04-07,good,10.7,114000,1,full,Nissan,Qashqai,,,Black,,2092,1627,2021
GK62OCO,2021-04-07,good,8.6,72500,2,partial,Peugeot,Partner Tepee,,,Silver,,2687,2254,2984
YT57HDE,2021-04-07,poor,13.6,70000,2,partial,Toyota,AYGO,,,Grey,,755,566,658
EY11KRJ,2021-04-07,excellent,10.1,59000,1,partial,Nissan,Qashqai,,,Black,,5467,6000,4982
VO63UEV,2021-04-07,good,7.5,66000,2,full,Peugeot,3008,,,Red,,2720,2068,2397
MM64PXO,2021-04-07,average,6.3,22000,0,none,Volkswagen,up!,,,Silver,,3386,2972,3055
BL14LYS,2021-04-07,good,6.8,102000,1,full,MINI,Hatch,,,Orange,,2986,2568,3454
MF08VBO,2021-04-07,average,13.1,41000,2,full,Citroen,C1,,,Black,,1056,565,846
VE61EDJ,2021-04-07,average,9.3,87000,3,partial,Hyundai,i10,,,Red,,934,474,775
RV10FZJ,2021-04-07,good,11.1,140137,2,partial,Volvo,V50,,,Black,,1093,708,1081
LS62TYB,2021-04-07,good,8.5,80000,1,partial,Renault,Megane,,,White,,2726,1645,2256
PX63RNZ,2021-04-07,good,7.5,52000,2,full,Ford,Fiesta,,,Red,,5804,4811,5170
MV10XCW,2021-04-07,poor,11.1,85800,1,partial,Kia,Sportage,,,Silver,,1289,632,822
WF64XBZ,2021-04-07,average,6.4,66789,2,partial,Nissan,Juke,,,Grey,,4472,4181,4253
SF14MRK,2021-04-07,good,6.6,57836,2,partial,Ford,Fiesta,,,White,,3129,2773,3337
OU57YWR,2021-04-07,poor,13.6,180000,4,partial,Ford,S-Max,,,Blue,,150,349,399
X6JKT,2021-04-07,good,11,130000,2,full,BMW,5 Series,,,Grey,,3907,3318,3290
NJ59TXS,2021-04-07,poor,11.5,90250,3,partial,Renault,Clio,,,Red,,485,354,376
RO15PVT,2021-04-07,good,5.9,12000,0,none,SEAT,Mii,,,Yellow,,4253,3880,3901
YT09RXS,2021-04-07,poor,11.8,45000,1,full,Mercedes-Benz,A Class,,,Grey,,2658,1871,1762
YK15XTY,2021-04-07,good,6.1,65500,1,full,Nissan,Qashqai,,,Black,,6455,6305,6063
P2MYY,2021-04-07,good,7.9,58000,1,partial,Renault,Clio,,,Silver,,2638,2523,2796
AO09AKY,2021-04-08,average,12,106000,1,full,Volkswagen,Polo,,,Black,,914,664,916
HN11FLM,2021-04-08,average,9.6,99470,2,partial,Peugeot,207 SW,,,Black,,673,465,681
YT13WWN,2021-04-08,average,8,54000,1,none,BMW,3 Series,,,Black,,5557,4754,5029
LB59NSO,2021-04-08,poor,11.3,90500,2,full,Peugeot,308,,,Grey,,429,286,423
HG56VZS,2021-04-08,poor,14.3,111000,4,none,Nissan,Micra C+C,,,Black,,150,122,258
SP60YEL,2021-04-08,poor,10.5,87500,2,partial,Volkswagen,Golf,,,Red,,2270,1448,1645
DU56OKR,2021-04-08,good,14.6,150000,2,full,Vauxhall,Astra,,,Blue,,150,113,164
LD16HFA,2021-04-08,good,5,23000,1,full,Peugeot,108,,,Blue,,3544,3013,2984
YF12ZDV,2021-04-08,good,8.8,66000,2,full,BMW,1 Series,,,Silver,,5359,5090,4794
YB17BJZ,2021-04-08,good,3.9,60000,1,full,SEAT,Leon,,,Black,,6032,6185,5969
NJ64FRO,2021-04-08,good,6.6,71000,1,full,Citroen,DS4,,,Black,,3544,3567,3337
BT15LVZ,2021-04-08,good,5.8,69000,1,full,Vauxhall,Corsa,,,White,,3248,3182,3407
X23KLY,2021-04-08,average,11.6,48000,2,partial,Vauxhall,Corsa,,,Silver,,1401,842,1269
BIG3290,2021-04-08,good,10.3,16789,4,partial,Audi,A3,,,Blue,,5459,3622,4535
MM14KUA,2021-04-08,poor,6.8,75000,1,none,Renault,Clio,,,Red,,3231,2798,2420
YR61GSO,2021-04-08,good,9.6,80000,0,partial,Vauxhall,Corsa,,,Red,,1013,827,1128
KP12HAU,2021-04-08,good,9,116600,2,full,SEAT,Leon,,,White,,1723,1691,1950
YK11NBO,2021-04-08,poor,10.1,66000,1,none,Peugeot,107,,,Grey,,1085,690,822
YK10MSO,2021-04-08,average,11.1,114100,3,partial,BMW,1 Series,,,Blue,,1941,1630,1715
LL63HVN,2021-04-08,good,7.1,38500,1,full,Vauxhall,Zafira,,,Red,,3638,2982,3454
BV15EWB,2021-04-08,poor,6.1,51000,2,full,Vauxhall,Corsa,,,Blue,,3200,2907,2373
FE07WXU,2021-04-08,average,14.1,74045,2,partial,Vauxhall,Corsa,,,Silver,,656,517,611
YC57PAO,2021-04-08,average,13.4,111800,4,partial,Jaguar,X-Type,,,Silver,,1104,485,916
NJ63WWA,2021-04-08,good,7.2,78000,2,partial,Ford,Fiesta,,,Red,,3491,2819,3125
GF66WZE,2021-04-08,good,4.4,117324,2,none,Mercedes-Benz,C Class,,,Blue,,8914,8536,8554
GL62HFJ,2021-04-08,average,8.3,185680,1,full,Audi,A4,,,Black,,2515,1891,2162
LC57WWR,2021-04-08,poor,13.4,85192,4,none,Kia,Sedona,,,Black,,991,396,517
PK59LXE,2021-04-08,poor,11.5,76800,4,partial,Toyota,AYGO,,,Grey,,1434,880,1128
DA56LKY,2021-04-08,poor,14.3,127000,3,partial,Jaguar,X-Type,,,Grey,,361,388,446
KB10JEB,2021-04-08,good,8.6,48400,3,full,Ford,Focus,,,White,,4910,4179,4042
BN13UZB,2021-04-08,average,8,34700,0,full,Vauxhall,Astra,,,Black,,3376,2500,2843
MK14XUU,2021-04-08,average,7.1,52300,3,partial,Ford,Fiesta,,,Red,,3768,2932,3149
FY13KNJ,2021-04-08,average,8.1,79600,2,full,Volkswagen,Golf,,,Red,,4922,4124,3901
BL14VBO,2021-04-08,good,6.8,86009,1,partial,Audi,A4 Avant,,,White,,5972,6270,6439
YP58XWE,2021-04-08,good,12.2,110000,3,partial,Ford,Focus,,,Grey,,692,462,752
AD06PXG,2021-04-08,good,14.8,75000,2,partial,Fiat,Grande Punto,,,Grey,,255,232,329
PY61GYG,2021-04-08,good,9.1,69066,2,full,BMW,3 Series,,,Silver,,4452,3554,3595
BV08EET,2021-04-08,poor,13.1,123800,2,partial,Citroen,Grand C4 Picasso,,,Blue,,331,341,329
MK60WYA,2021-04-08,poor,10.6,50480,1,full,Volkswagen,Fox,,,Yellow,,1098,765,893
SJ64KJX,2021-04-08,good,6.6,64500,3,full,Vauxhall,Corsa,,,Black,,2211,1800,2303
RV11USE,2021-04-08,average,10.1,156500,2,full,Audi,A6 Avant,,,Silver,,2981,2496,2561
BC55MEC,2021-04-08,good,12.9,154000,4,none,Audi,A4,,,Grey,,1961,1569,2091
YK65YHR,2021-04-08,good,5.6,75000,2,full,Volkswagen,Polo,,,White,,3852,3284,3901
LV10TYW,2021-04-08,average,11,78000,2,partial,Renault,Grand Scenic,,,Black,,1602,796,1198
AV14CRK,2021-04-08,good,7,21054,2,full,Vauxhall,Meriva,,,Blue,,3870,3318,3548
BK07MXL,2021-04-08,good,14,74700,1,none,Mazda,Mazda6,,,Black,,254,452,564
RE07ONL,2021-04-08,good,14.1,64000,1,full,Peugeot,107,,,Silver,,642,714,775
LS13BXZ,2021-04-08,good,8,64500,1,partial,Ford,Fiesta,,,Black,,2835,2367,2773
7BPB,2021-04-08,good,13.6,68700,3,full,Bentley,Continental,,,Black,,23411,22648,22560
LX06OTE,2021-04-08,good,15.1,101500,2,full,Mercedes-Benz,C Class,,,Blue,,651,791,1010
EO10TSX,2021-04-08,good,11,53000,1,partial,Peugeot,3008,,,Grey,,2039,1699,2068
AV56XYO,2021-04-08,average,14.3,87000,2,full,Volkswagen,Polo,,,Blue,,807,491,752
VO16WHR,2021-04-08,good,5,99100,2,full,SKODA,Superb,,,Grey,,6591,6305,6016
SH14LPP,2021-04-08,good,7,64000,2,full,Audi,A6 Saloon,,,Black,,7768,7031,6956
DX64UKE,2021-04-08,good,6.6,98985,1,full,Citroen,DS3,,,White,,2173,1794,2467
EK61ZCX,2021-04-08,good,9.5,100000,3,full,Audi,A3,,,Grey,,2469,2254,2491
BP08HHV,2021-04-08,poor,12.7,210000,4,none,Mercedes-Benz,C Class,,,Black,,1013,1032,1104
LM13WMT,2021-04-08,good,7.9,38000,4,full,BMW,M5,,,Black,,19916,19564,15698
KY61UAT,2021-04-08,good,9.6,42000,2,full,Peugeot,3008,,,Grey,,2417,1841,2303
KU14WRO,2021-04-08,average,7.1,95000,1,full,Kia,Sportage,,,White,,4599,3865,4606
AK09HFP,2021-04-08,average,12.1,79000,1,full,Vauxhall,Corsa,,,Gold,,859,634,752
DV60OLO,2021-04-08,poor,10.5,54000,1,partial,Vauxhall,Corsa,,,Grey,,1382,1050,1034
PK13DDF,2021-04-08,poor,7.9,45000,1,partial,Volkswagen,CC,,,White,,5928,4711,4982
AX13HUO,2021-04-08,average,7.9,69000,1,partial,Audi,Q3,,,Grey,,9145,8921,8225
GJ61LHB,2021-04-08,poor,9.6,20000,2,partial,Hyundai,i10,,,Red,,1973,1365,1292
EN13KRJ,2021-04-08,good,7.7,66000,2,full,Ford,S-Max,,,Black,,7435,6753,6439
SN65XLV,2021-04-08,average,5.6,71000,2,full,Jaguar,XE,,,Black,,7214,6472,6251
FY14YCJ,2021-04-08,good,6.9,94000,1,partial,BMW,3 Series,,,White,,4882,4777,5170
EX56HKZ,2021-04-08,average,14.6,140000,2,full,Toyota,Prius,,,Grey,,1187,848,1151
KFZ4974,2021-04-08,good,8.8,44000,1,partial,Nissan,Qashqai,,,White,,5124,4533,5076
BK12UKM,2021-04-08,good,9,85000,2,full,Honda,Jazz,,,Brown,,2845,2568,2867
MF59YAK,2021-04-08,good,11.4,90000,2,full,Audi,A5,,,Black,,4089,3270,3548
PK11YJF,2021-04-08,excellent,9.8,18550,2,partial,Vauxhall,Corsa,,,Blue,,3513,3785,3713
PK64LTX,2021-04-08,poor,6.5,80000,2,full,Volkswagen,Polo,,,Blue,,3656,3270,2890
A1EKH,2021-04-08,poor,11.8,99900,2,partial,Chevrolet,Captiva,,,Black,,1465,748,775
AJ14EJL,2021-04-08,excellent,6.8,28800,4,partial,Ford,Fiesta,,,Red,,6199,6175,6063
GJ64UBX,2021-04-08,good,6.5,67917,2,partial,Ford,Fiesta,,,White,,3787,3418,3595
BK15LNJ,2021-04-08,good,6,70000,1,full,Ford,Focus,,,Black,,4454,5160,4253
SO62KKN,2021-04-08,good,8.3,65000,2,full,Kia,Sportage,,,Black,,5054,4405,4794
BL60HXZ,2021-04-08,poor,10.2,110000,2,none,Ford,Fiesta,,,Silver,,1144,561,869
SY62UTJ,2021-04-08,poor,8.5,88000,1,partial,Volkswagen,Polo,,,Red,,2637,2070,1950
J30GRP,2021-04-08,good,7.2,65000,1,full,Vauxhall,Mokka,,,White,,4251,3671,4159
BF61JWW,2021-04-08,excellent,9.6,73000,2,partial,Volvo,S60,,,Red,,4039,3685,3454
GV62ECJ,2021-04-08,average,8.3,150255,2,full,SKODA,Octavia,,,White,,737,714,1151
HV59BYG,2021-04-08,poor,11.6,71000,0,full,SEAT,Ibiza,,,Red,,1424,1087,1010
YJ12XYF,2021-04-08,good,8.8,98000,2,full,Toyota,Auris,,,Silver,,2028,1645,1551
BV10YWO,2021-04-08,poor,10.9,120442,1,partial,Vauxhall,Insignia,,,Grey,,569,407,470
LT61CNY,2021-04-08,poor,9.6,32000,2,full,Volkswagen,Polo,,,Grey,,3588,3080,2749
M9DLR,2021-04-08,excellent,6,64000,2,partial,Land Rover,Discovery Sport,,,Brown,,16715,18000,15557
GV62CBO,2021-04-08,good,8.3,149760,1,partial,Audi,Q3,,,White,,5001,4370,4700
MU05ZAC,2021-04-08,average,11.3,96000,2,none,Ford,Fiesta,,,Silver,,1407,1067,1339
FE13WCW,2021-04-08,average,8.1,59835,1,full,Nissan,Juke,,,White,,3288,2641,2773
YP16KVF,2021-04-08,good,4.9,25000,2,full,Fiat,500,,,White,,3751,3497,3548
WV11EVC,2021-04-08,good,10,52000,1,full,Hyundai,i10,,,Silver,,1472,1241,1339
BP67XWC,2021-04-08,good,3.2,63000,1,full,Citroen,C3,,,Silver,,5363,5165,4794
LD15GFY,2021-04-08,poor,6,31224,1,full,Kia,Rio,,,Red,,3103,2696,2397
LO12UNS,2021-04-08,good,8.8,63000,1,full,BMW,3 Series,,,Blue,,6621,5110,5123
WF56DRX,2021-04-08,poor,14.5,60000,2,none,Volkswagen,Polo,,,Blue,,935,362,587
KD56DKA,2021-04-08,good,14.3,65013,3,full,Vauxhall,Astra,,,Black,,454,515,681
LN62XWZ,2021-04-08,good,8.5,33600,0,full,Peugeot,207 CC,,,Grey,,3443,1916,2773
W900CJP,2021-04-08,good,7.5,80000,1,full,Mercedes-Benz,A Class,,,Black,,5741,5126,5640
WP57AEU,2021-04-08,poor,13.3,79200,4,none,Fiat,500,,,Blue,,943,477,587
OY13FWT,2021-04-08,average,8.1,48000,2,full,Jaguar,XF,,,Black,,7819,7493,6063
EN09CTF,2021-04-08,average,11.7,45000,3,full,Ford,Fiesta,,,Grey,,2581,2225,2326
LR57RFE,2021-04-08,poor,13.5,100000,2,full,Peugeot,207,,,Blue,,265,287,282
YN15XZF,2021-04-08,good,6,60000,2,partial,Nissan,Qashqai,,,Black,,6415,6145,6110
PE15HXN,2021-04-08,good,6,56100,0,full,Kia,Rio,,,Silver,,3089,3647,3384
MM14UDN,2021-04-08,average,6.7,114000,1,full,Nissan,Qashqai,,,White,,5018,4342,4606
PF10JXK,2021-04-08,average,10.7,48000,1,partial,Citroen,C3 Picasso,,,Silver,,1917,1326,1645
DE09WGX,2021-04-08,average,11.8,109000,4,partial,Volkswagen,Tiguan,,,Black,,3055,2605,2444
OE14FXJ,2021-04-08,excellent,6.8,74400,1,full,Audi,A3 Cabriolet,,,Blue,,6882,8140,6768
M222JCR,2021-04-08,good,12.4,152000,3,full,BMW,1 Series,,,White,,1546,1341,1786
